2;floating_harbor;2995.21;9.50;1638.30;-4.47;11751
5;floating_harbor;3121.84;9.50;1886.40;-0.42;3380
6;floating_harbor;2864.00;9.50;1825.00;1.26;6598
7;floating_harbor;2893.00;9.50;1862.00;0.00;3314
2;floating_harbor;3027.60;9.50;1620.00;-2.60;11846
5;floating_harbor;3115.53;9.50;1886.37;0.90;6402
6;floating_harbor;2864.00;9.50;1825.00;1.31;11419
7;floating_harbor;2871.00;9.50;1828.00;1.57;9498
1;floating_harbor;2950.05;9.50;1631.05;-3.93;3838
1;floating_harbor;2958.00;9.60;1637.00;-2.51;11804
1;floating_harbor;2971.00;9.50;1647.00;-1.57;9851
2;floating_harbor;3031.37;9.50;1620.14;-2.94;923
2;floating_harbor;2993.05;9.50;1639.05;-3.93;6862
2;floating_harbor;3006.80;9.50;1627.40;-3.79;9904
7;floating_harbor;2884.79;9.50;1848.64;0.32;68
7;floating_harbor;2878.12;9.50;1840.82;0.59;3211
1;arms_factory;3023.00;9.60;1843.00;2.10;0
1;arms_factory;3023.00;9.60;1843.00;2.10;0
1;arms_factory;3023.00;9.60;1843.00;2.10;0
1;arms_factory;3023.00;9.60;1843.00;2.10;0
1;arms_factory;3023.00;9.60;1843.00;2.10;0
1;arms_factory;3023.00;9.60;1843.00;2.10;0
1;industrial_complex;3023.00;9.60;1843.00;2.10;0
1;industrial_complex;3023.00;9.60;1843.00;2.10;0
1;industrial_complex;3023.00;9.60;1843.00;2.10;0
1;industrial_complex;3023.00;9.60;1843.00;2.10;0
1;industrial_complex;3023.00;9.60;1843.00;2.10;0
1;industrial_complex;3023.00;9.60;1843.00;2.10;0
1;air_base;3023.00;9.60;1843.00;2.10;0
1;supply_node;3024.00;9.60;1842.00;4.38;0
1;bunker;3023.00;9.60;1843.00;2.10;0
1;anti_air_building;3023.00;9.60;1843.00;2.10;0
1;anti_air_building;3023.00;9.60;1843.00;2.10;0
1;anti_air_building;3023.00;9.60;1843.00;2.10;0
1;synthetic_refinery;3023.00;9.60;1843.00;2.10;0
1;fuel_silo;3023.00;9.60;1843.00;2.10;0
1;radar_station;3026.00;9.60;1844.00;4.38;0
1;rocket_site;3023.00;9.60;1843.00;2.10;0
1;nuclear_reactor;3023.00;9.60;1843.00;2.10;0
